cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_h,effect_value
10108642,Cadmium chloride,INVERT,Aspidisca lynceus,NA,A,LC50,24,2.21
10108642,Cadmium chloride,INVERT,Euplotes sp,NA,A,LC50,24,2.66
10108642,Cadmium chloride,INVERT,Aspidisca cicada,NA,A,LC50,24,1.81
10108642,Cadmium chloride,INVERT,Trochilia minuta,NA,A,LC50,24,0.27
10108642,Cadmium chloride,INVERT,Opercularia coarctata,NA,A,LC50,24,3.75
10108642,Cadmium chloride,INVERT,Vorticella convallaria,NA,A,LC50,24,3.81
10108642,Cadmium chloride,INVERT,Chilodonella uncinata,NA,A,LC50,24,0.13
10108642,Cadmium chloride,INVERT,Opercularia minima,NA,A,LC50,24,5.55
10108642,Cadmium chloride,INVERT,Spirostomum teres,NA,A,LC50,24,0.557
10108642,Cadmium chloride,INVERT,Euplotes affinis,NA,A,LC50,24,0.4
10108642,Cadmium chloride,INVERT,Euplotes patella,NA,A,LC50,24,2.65
10108642,Cadmium chloride,INVERT,Blepharisma americanum,NA,A,LC50,24,1.4
10108642,Cadmium chloride,INVERT,Paramecium caudatum,NA,A,LC50,24,0.18
10108642,Cadmium chloride,INVERT,Colpidium campylum,NA,A,LC50,24,0.205
10108642,Cadmium chloride,INVERT,Aspidisca cicada,NA,A,LC50,24,0.31
10108642,Cadmium chloride,INVERT,Uronema nigricans,NA,A,LC50,24,0.62
10108642,Cadmium chloride,INVERT,Dexiotricha granulosa,NA,A,LC50,24,0.3
10108642,Cadmium chloride,ALGAE,Laminaria saccharina,NA,A,EC50,144,2.15
10108642,Cadmium chloride,INVERT,Daphnia galeata,NA,A,EC50,48,0.03
10108642,Cadmium chloride,INVERT,Cancer magister,NA,A,LC50,96,0.247
10108642,Cadmium chloride,INVERT,Crassostrea gigas,NA,A,EC50,48,0.611
10108642,Cadmium chloride,INVERT,Mytilus edulis,NA,A,EC50,48,1.2
10108642,Cadmium chloride,INVERT,Gammarus pulex,NA,A,LC50,24,0.05
10108642,Cadmium chloride,INVERT,Gammarus pulex,NA,A,LC50,96,0.018
10108642,Cadmium chloride,INVERT,Gammarus pulex,NA,A,LC50,96,0.013
10108642,Cadmium chloride,INVERT,Gammarus pulex,NA,A,LC50,96,0.015
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,96,2.13
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,48,2.76
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,240,1.78
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,240,40.2
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,96,46.8
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,48,46.9
10108642,Cadmium chloride,INVERT,Penaeus indicus,NA,A,LC50,96,2.07
10108642,Cadmium chloride,INVERT,Eohaustorius estuarius,NA,A,LC50,96,0.0145
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1272,8.2e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,8.4e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1656,8.9e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,8.9e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1656,0.0029
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1488,1.5e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1272,6e-4
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1488,0.001
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1488,0.0011
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC20,1272,0.0012
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC20,1656,0.0012
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1656,0.0013
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1656,0.0013
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1272,0.0016
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1488,0.0016
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC20,1656,0.0018
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC20,1488,0.0022
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1488,0.0023
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC10,1656,0.0026
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,C,EC20,1656,0.0068
10108642,Cadmium chloride,INVERT,Procambarus clarkii,NA,A,LC50,96,18.4
10108642,Cadmium chloride,INVERT,Trichodrilus tenuis,NA,A,LC50,96,0.8
10108642,Cadmium chloride,INVERT,Niphargus aquilex,NA,A,LC50,96,2.45
10108642,Cadmium chloride,INVERT,Daphnia obtusa,NA,A,EC50,24,0.67
10108642,Cadmium chloride,INVERT,Daphnia curvirostris,NA,A,EC50,24,0.79
10108642,Cadmium chloride,FISH,Oryzias latipes,NA,A,LC50,96,0.3
10108642,Cadmium chloride,FISH,Menidia menidia,NA,A,LC50,96,1.6
10108642,Cadmium chloride,FISH,Fundulus heteroclitus,NA,A,LC50,96,7.8
10108642,Cadmium chloride,FISH,Poecilia reticulata,NA,A,LC50,48,56.8
10108642,Cadmium chloride,INVERT,Orconectes virilis,NA,A,LC50,96,6.1
10108642,Cadmium chloride,FISH,Channa punctata,NA,A,LC50,48,405
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.52
10108642,Cadmium chloride,INVERT,Ceriodaphnia rigaudi,NA,A,LC50,48,0.2
10108642,Cadmium chloride,INVERT,Ceriodaphnia rigaudi,NA,A,LC50,48,0.16
10108642,Cadmium chloride,INVERT,Moinodaphnia macleayi,NA,A,LC50,48,0.65
10108642,Cadmium chloride,INVERT,Diaphanosoma brachyurum,NA,A,LC50,48,1.06
10108642,Cadmium chloride,INVERT,Tisbe holothuriae,NA,A,LC50,48,0.97
10108642,Cadmium chloride,FISH,Gambusia affinis,NA,A,LC50,96,1.7
10108642,Cadmium chloride,INVERT,Caridina nilotica,NA,A,LC50,96,0.019
10108642,Cadmium chloride,AMPHIB,Bufo arenarum,NA,A,LC50,96,2.08
10108642,Cadmium chloride,INVERT,Daphnia carinata,NA,A,LC50,96,0.509
10108642,Cadmium chloride,INVERT,Gammarus fossarum,NA,A,LC50,96,0.0062
10108642,Cadmium chloride,INVERT,Procambarus clarkii,NA,A,LC50,96,1.04
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.007910752
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.0021
10108642,Cadmium chloride,AMPHIB,Ambystoma gracile,NA,C,NOEC,336,0.0489
10108642,Cadmium chloride,AMPHIB,Ambystoma gracile,NA,A,LC50,48,0.4684
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.004
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.092
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.094
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.098
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.116
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.008
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.109
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.03
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.004
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.016
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.017
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.018
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.023
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.025
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.036
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.037
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.04
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.046
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.049
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.055
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.059
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.063
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.064
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.071
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.082
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.084
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.099
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.101
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.131
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.135
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.146
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.164
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.178
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.277
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.306
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.307
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.027
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.018
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.025
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.028
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.031
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.061
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.077
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.078
10108642,Cadmium chloride,FISH,Aldrichetta forsteri,NA,A,LC50,96,15.5
10108642,Cadmium chloride,INVERT,Argopecten irradians,NA,A,LC50,96,1.48
10108642,Cadmium chloride,INVERT,Mytilus edulis,NA,A,LC50,48,0.96
10108642,Cadmium chloride,FISH,Danio rerio,NA,C,NOEC,288,0.05
10108642,Cadmium chloride,FISH,Clarias gariepinus,NA,A,LC50,120,0.67
10108642,Cadmium chloride,FISH,Danio rerio,NA,C,NOEL,288,1.5
10108642,Cadmium chloride,INVERT,Aeolosoma headleyi,NA,C,NOEC,504,0.0172
10108642,Cadmium chloride,INVERT,Aeolosoma headleyi,NA,A,LC50,96,1.2
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,NOEC,336,0.0055
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,NOEC,504,0.0055
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,NOEC,504,0.0055
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,NOEC,504,0.0055
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,EC20,504,0.0084
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,C,NOEC,168,0.0102
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.062
10108642,Cadmium chloride,INVERT,Palaemonetes vulgaris,NA,A,LC50,96,0.76
10108642,Cadmium chloride,INVERT,Parastenocaris germanica,NA,A,LC50,96,2.2
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.45
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,72,0.5
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,1.95
10108642,Cadmium chloride,FISH,Morone saxatilis,NA,A,LC50,96,0.004
10108642,Cadmium chloride,FISH,Morone saxatilis,NA,A,LC50,96,0.075
10108642,Cadmium chloride,FISH,Morone saxatilis,NA,A,LC50,96,0.01
10108642,Cadmium chloride,INVERT,Gammarus italicus,NA,A,LC50,96,0.91
10108642,Cadmium chloride,INVERT,Echinogammarus tibaldii,NA,A,LC50,96,1.1
10108642,Cadmium chloride,FISH,Rivulus marmoratus,NA,A,LC50,96,0.8
10108642,Cadmium chloride,FISH,Seriola quinqueradiata,NA,A,LC50,48,0.82
10108642,Cadmium chloride,INVERT,Ophryotrocha diadema,NA,A,LC50,48,1.816590213
10108642,Cadmium chloride,INVERT,Chironomus riparius,NA,A,LC50,96,84
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.3
10108642,Cadmium chloride,FISH,Gasterosteus aculeatus,NA,A,LC50,96,23
10108642,Cadmium chloride,FISH,Gasterosteus aculeatus,NA,A,LC50,96,6.5
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,2.6
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.3
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,2.9
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,5.7
10108642,Cadmium chloride,INVERT,Anadara granosa,NA,A,LC50,48,3.5
10108642,Cadmium chloride,INVERT,Mytilus galloprovincialis,NA,A,EC50,48,4.055
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,0.086
10108642,Cadmium chloride,ALGAE,Chlorella vulgaris,NA,C,IC10,96,0.0011
10108642,Cadmium chloride,ALGAE,Scenedesmus acutus,NA,C,IC10,96,0.0017
10108642,Cadmium chloride,ALGAE,Staurastrum cristatum,NA,C,IC10,96,0.0021
10108642,Cadmium chloride,ALGAE,Chlorella vulgaris,NA,C,IC25,96,0.0029
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,C,IC25,96,0.0041
10108642,Cadmium chloride,ALGAE,Chlorella vulgaris,NA,A,IC50,96,0.0077
10108642,Cadmium chloride,ALGAE,Scenedesmus acutus,NA,A,IC50,96,0.0108
10108642,Cadmium chloride,ALGAE,Staurastrum cristatum,NA,A,IC50,96,0.0114
10108642,Cadmium chloride,ALGAE,Scenedesmus acutus,NA,C,IC25,96,0.0043
10108642,Cadmium chloride,ALGAE,Staurastrum cristatum,NA,A,IC25,96,0.0054
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.003
10108642,Cadmium chloride,FISH,Carassius auratus,NA,A,LC50,96,0.748
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,96,1.5
10108642,Cadmium chloride,FISH,Ictalurus punctatus,NA,A,LC50,96,4.48
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,6.47
10108642,Cadmium chloride,INVERT,Aplexa hypnorum,NA,A,LC50,96,0.093
10108642,Cadmium chloride,INVERT,Orconectes immunis,NA,A,LC50,96,10.2
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.004
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,72,0.003
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,72,1.5
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,48,1.59
10108642,Cadmium chloride,FISH,Ictalurus punctatus,NA,A,LC50,72,4.61
10108642,Cadmium chloride,FISH,Ictalurus punctatus,NA,A,LC50,48,5.02
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,72,7.33
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,7.78
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,48,1.09
10108642,Cadmium chloride,FISH,Lepomis cyanellus,NA,A,LC50,48,3.68
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,96,0.63
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,48,0.67
10108642,Cadmium chloride,FISH,Lepomis cyanellus,NA,A,LC50,96,66
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,96,1.05
10108642,Cadmium chloride,FISH,Poecilia reticulata,NA,A,LC50,96,1.27
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,1.94
10108642,Cadmium chloride,FISH,Poecilia reticulata,NA,A,LC50,48,2.31
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,2.76
10108642,Cadmium chloride,FISH,Lepomis cyanellus,NA,A,LC50,96,2.84
10108642,Cadmium chloride,FISH,Lepomis cyanellus,NA,A,LC50,48,71.3
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,48,72.6
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,96,72.6
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,96,73.5
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,A,LC50,48,79.3
10108642,Cadmium chloride,ALGAE,Stichococcus bacillaris,NA,C,EC10,216,16
10108642,Cadmium chloride,ALGAE,Chlorella vulgaris,NA,C,EC10,216,30
10108642,Cadmium chloride,FISH,Agonus cataphractus,NA,A,LC50,96,33
10108642,Cadmium chloride,INVERT,Crangon crangon,NA,A,LC50,48,1
10108642,Cadmium chloride,INVERT,Cerastoderma edule,NA,A,LC50,96,3.3
10108642,Cadmium chloride,INVERT,Cypris sp,NA,A,LC50,48,0.8
10108642,Cadmium chloride,INVERT,Daphnia sp,NA,A,LC50,48,1
10108642,Cadmium chloride,INVERT,Daphnia sp,NA,A,LC50,24,1.8
10108642,Cadmium chloride,ALGAE,Chlorella saccharophila,NA,A,EC50,96,0.105
10108642,Cadmium chloride,ALGAE,Phaeodactylum tricornutum,NA,A,EC50,96,0.476
10108642,Cadmium chloride,ALGAE,Navicula incerta,NA,A,EC50,96,3.008
10108642,Cadmium chloride,ALGAE,Chlorella saccharophila,NA,A,EC50,96,0.11
10108642,Cadmium chloride,ALGAE,Navicula incerta,NA,A,EC50,96,3.01
10108642,Cadmium chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,0.0206
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,48,0.14
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,72,0.15
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,2.84
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,2.91
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,4.56
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,84,3.13
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,48,3.14
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,0.14
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,84,0.15
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,60,0.22
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,72,0.22
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,48,0.53
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,72,2.84
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,84,2.84
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,2.84
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,2.91
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,48,3.1
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,60,3.18
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,72,3.86
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,60,3.98
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,84,4.56
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,96,4.56
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,72,4.62
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,60,4.7
10108642,Cadmium chloride,FISH,Cyprinus carpio,NA,A,LC50,48,4.94
10108642,Cadmium chloride,INVERT,Callinectes similis,NA,A,LC50,48,6.35
10108642,Cadmium chloride,AMPHIB,Microhyla ornata,NA,A,LC50,96,1.58
10108642,Cadmium chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.0738
10108642,Cadmium chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,1.56
10108642,Cadmium chloride,FISH,Ictalurus punctatus,NA,A,LC50,96,2.17
10108642,Cadmium chloride,INVERT,Scylla serrata,NA,A,LC50,96,25
10108642,Cadmium chloride,INVERT,Ampelisca abdita,NA,A,LC50,96,0.2
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,12.1
10108642,Cadmium chloride,INVERT,Ophryotrocha diadema,NA,A,LC50,96,4.2
10108642,Cadmium chloride,INVERT,Capitella capitata,NA,A,LC50,96,5.8
10108642,Cadmium chloride,INVERT,Corophium insidiosum,NA,A,LC50,96,0.68
10108642,Cadmium chloride,INVERT,Elasmopus bampo,NA,A,LC50,48,0.9
10108642,Cadmium chloride,INVERT,Capitella capitata,NA,A,LC50,96,0.22
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,12
10108642,Cadmium chloride,INVERT,Eurythoe complanata,NA,A,LC50,96,5
10108642,Cadmium chloride,INVERT,Ctenodrilus serratus,NA,A,LC50,96,2.13
10108642,Cadmium chloride,INVERT,Ophryotrocha diadema,NA,A,LC50,96,1.37
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,18.54
10108642,Cadmium chloride,INVERT,Capitella capitata,NA,A,LC50,96,5.03
10108642,Cadmium chloride,INVERT,Pectinaria californiensis,NA,A,LC50,96,2.6
10108642,Cadmium chloride,INVERT,Capitella capitata,NA,A,LC50,96,2.8
10108642,Cadmium chloride,INVERT,Ophryotrocha labronica,NA,A,LC50,96,3.7
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,14.1
10108642,Cadmium chloride,INVERT,Neanthes grubei,NA,A,LC50,96,4.7
10108642,Cadmium chloride,INVERT,Nereis arenaceodentata,NA,A,LC50,96,5.6
10108642,Cadmium chloride,INVERT,Tubifex tubifex,NA,A,LC50,96,0.4
10108642,Cadmium chloride,INVERT,Isognomon californicum,NA,A,LC50,96,0.3
10108642,Cadmium chloride,INVERT,Isognomon californicum,NA,A,LC50,96,0.52
10108642,Cadmium chloride,FISH,Menidia menidia,NA,A,LC50,96,6.4
10108642,Cadmium chloride,INVERT,Eurytemora affinis,NA,A,LC50,96,0.06
10108642,Cadmium chloride,INVERT,Acartia tonsa,NA,A,LC50,96,0.38
10108642,Cadmium chloride,FISH,Tautogolabrus adspersus,NA,A,LC50,96,25.9
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.066
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.07
10108642,Cadmium chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.099
10108642,Cadmium chloride,INVERT,Euplotes aediculatus,NA,A,LC50,48,0.71
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.2
10108642,Cadmium chloride,FISH,Heteropneustes fossilis,NA,A,LC50,96,19.7
10108642,Cadmium chloride,FISH,Heteropneustes fossilis,NA,A,LC50,72,24.8
10108642,Cadmium chloride,FISH,Heteropneustes fossilis,NA,A,LC50,48,30.5
10108642,Cadmium chloride,FISH,Channa punctata,NA,A,LC50,96,12.1
10108642,Cadmium chloride,FISH,Channa punctata,NA,A,LC50,72,15.2
10108642,Cadmium chloride,FISH,Channa punctata,NA,A,LC50,48,18.7
10108642,Cadmium chloride,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,72,0.203
10108642,Cadmium chloride,ALGAE,Desmodesmus subspicatus,NA,C,NOEC,72,0.011
10108642,Cadmium chloride,ALGAE,Desmodesmus subspicatus,NA,A,EC50,72,0.032
10108642,Cadmium chloride,ALGAE,Chlamydomonas reinhardtii,NA,C,NOEC,240,0.038
10108642,Cadmium chloride,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,72,0.789
10108642,Cadmium chloride,INVERT,Tetrahymena pyriformis,NA,A,EC50,48,0.781
10108642,Cadmium chloride,INVERT,Hyalella azteca,NA,A,LC50,96,0.19
10108642,Cadmium chloride,INVERT,Leptocheirus plumulosus,NA,A,LC50,96,0.3
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.039
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.097
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.044
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.117
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.106
10108642,Cadmium chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.144
10108642,Cadmium chloride,ALGAE,Chlamydomonas reinhardtii,NA,A,EC50,72,0.767
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,2640,0.0324
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,2640,0.0508
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,2640,0.0508
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,3120,0.0508
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,3120,0.0867
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,3120,0.0867
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,3600,0.0867
10108642,Cadmium chloride,FISH,Pimephales promelas,NA,C,NOEC,3600,0.0867
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,0.03
10108642,Cadmium chloride,FISH,Oncorhynchus gorbuscha,NA,A,LC50,168,3.16
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,0.008
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,0.5
10108642,Cadmium chloride,FISH,Oncorhynchus gorbuscha,NA,A,LC50,168,2.7
10108642,Cadmium chloride,FISH,Oncorhynchus gorbuscha,NA,A,LC50,168,3.65
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,0.36
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,1
10108642,Cadmium chloride,FISH,Oncorhynchus nerka,NA,A,LC50,168,4.5
10108642,Cadmium chloride,FISH,Etheostoma spectabile,NA,A,EC50,96,0.348
10108642,Cadmium chloride,FISH,Etheostoma spectabile,NA,A,EC50,48,0.364
10108642,Cadmium chloride,INVERT,Daphnia ambigua,NA,A,LC50,48,0.0165
10108642,Cadmium chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0513
